date,bigtech_index
02/23/2018,4166.16
02/26/2018,4240.05
02/27/2018,4277.98
02/28/2018,4262.45
03/01/2018,4217.81
03/02/2018,4104.27
03/05/2018,4190.1
03/06/2018,4296.62
03/07/2018,4299.84
03/08/2018,4376.07
03/09/2018,4406.62
03/12/2018,4484.96
03/13/2018,4526.38
03/14/2018,4458.6
03/15/2018,4449.23
03/16/2018,4462.05
03/19/2018,4404.04
03/20/2018,4365.71
03/21/2018,4368.82
03/22/2018,4309.46
03/23/2018,4247.68
03/26/2018,4212.33
03/27/2018,4301.64
03/28/2018,4120.77
03/29/2018,4109.89
04/02/2018,4120.53
04/03/2018,4068.68
04/04/2018,3985.65
04/05/2018,4168.23
04/06/2018,4066.16
04/09/2018,4048.5
04/10/2018,4132.65
04/11/2018,4120.39
04/12/2018,4166.3
04/13/2018,4232.93
04/16/2018,4197.67
04/17/2018,4232.65
04/18/2018,4260.79
04/19/2018,4209.58
04/20/2018,4151.07
04/23/2018,4126.63
04/24/2018,4124.44
04/25/2018,4036.79
04/26/2018,4095.29
04/27/2018,4152.53
04/30/2018,4110.65
05/01/2018,4050.87
05/02/2018,4113
05/03/2018,4058.7
05/04/2018,4080.34
05/07/2018,4193.72
05/08/2018,4207.23
05/09/2018,4246.19
05/10/2018,4307.86
05/11/2018,4299.34
05/14/2018,4329.44
05/15/2018,4283.48
05/16/2018,4283.01
05/17/2018,4296.13
05/18/2018,4259.82
05/21/2018,4296.81
05/22/2018,4294.32
05/23/2018,4231.5
05/24/2018,4288.8
05/25/2018,4290.12
05/29/2018,4275.68
05/30/2018,4297.3
05/31/2018,4290.77
06/01/2018,4309.2
06/04/2018,4367.06
06/05/2018,4410.84
06/06/2018,4424.64
06/07/2018,4432.84
06/08/2018,4352.42
06/11/2018,4378.6
06/12/2018,4392.83
06/13/2018,4411.45
06/14/2018,4412.04
06/15/2018,4400.18
06/18/2018,4372.92
06/19/2018,4334.4
06/20/2018,4385.76
06/21/2018,4401.06
06/22/2018,4354.91
06/25/2018,4256.11
06/26/2018,4220.97
06/27/2018,4241.63
06/28/2018,4128.8
06/29/2018,4200.74
07/02/2018,4148.91
07/03/2018,4246.73
07/05/2018,4214.82
07/06/2018,4253.06
07/09/2018,4332.21
07/10/2018,4340.42
07/11/2018,4300.18
07/12/2018,4331.94
07/13/2018,4394.46
07/16/2018,4382.88
07/17/2018,4341.36
07/18/2018,4423.9
07/19/2018,4413.25
07/20/2018,4401.62
07/23/2018,4365.71
07/24/2018,4415.13
07/25/2018,4366.1
07/26/2018,4404.99
07/27/2018,4433.92
07/30/2018,4367.71
07/31/2018,4325.77
08/01/2018,4318.03
08/02/2018,4267.27
08/03/2018,4352.7
08/06/2018,4356.42
08/07/2018,4401.89
08/08/2018,4403.02
08/09/2018,4387.65
08/10/2018,4308.65
08/13/2018,4312.54
08/14/2018,4306.74
08/15/2018,4254.12
08/16/2018,4284.76
08/17/2018,4229.65
08/20/2018,4266.59
08/21/2018,4275.2
08/22/2018,4282.27
08/23/2018,4319.22
08/24/2018,4356.65
08/27/2018,4410.16
08/28/2018,4437.35
08/29/2018,4436.41
08/30/2018,4437.77
08/31/2018,4403.27
09/04/2018,4391.25
09/05/2018,4378.93
09/06/2018,4332.71
09/07/2018,4256.75
09/10/2018,4286.49
09/11/2018,4252.89
09/12/2018,4229.7
09/13/2018,4281.75
09/14/2018,4310.24
09/17/2018,4294.68
09/18/2018,4251.94
09/19/2018,4285.06
09/20/2018,4305.59
09/21/2018,4336.8
09/24/2018,4297.88
09/25/2018,4326.78
09/26/2018,4297.53
09/27/2018,4298.15
09/28/2018,4295.51
10/01/2018,4342.45
10/02/2018,4313.32
10/03/2018,4332.76
10/04/2018,4302.09
10/05/2018,4239.13
10/08/2018,4153.92
10/09/2018,4123.87
10/10/2018,4064.16
10/11/2018,3953.5
10/12/2018,4017.47
10/15/2018,3980.69
10/16/2018,4012.98
10/17/2018,4108.95
10/18/2018,4058.99
10/19/2018,4017.58
10/22/2018,3988.5
10/23/2018,3898.11
10/24/2018,3945.89
10/25/2018,3832.96
10/26/2018,3751.21
10/29/2018,3867.65
10/30/2018,3741.33
10/31/2018,3875.11
11/01/2018,3906.66
11/02/2018,4019.05
11/05/2018,3966.1
11/06/2018,3957.53
11/07/2018,4053.67
11/08/2018,4060.72
11/09/2018,4025.57
11/12/2018,3944.58
11/13/2018,3882.87
11/14/2018,3927.44
11/15/2018,3871.37
11/16/2018,3923.94
11/19/2018,3956.79
11/20/2018,3739.57
11/21/2018,3856.66
11/23/2018,3808.53
11/26/2018,3893.17
11/27/2018,3888.31
11/28/2018,3944.95
11/29/2018,3990.37
11/30/2018,3988.34
12/03/2018,4134.75
12/04/2018,4095
12/06/2018,3857.62
12/07/2018,3934.41
12/10/2018,3811.99
12/11/2018,3933.08
12/12/2018,3947.79
12/13/2018,3955.63
12/14/2018,3864.9
12/17/2018,3824.74
12/18/2018,3789.82
12/19/2018,3766.29
12/20/2018,3667.56
12/21/2018,3678.12
12/24/2018,3510.39
12/26/2018,3494.81
12/27/2018,3591.71
12/28/2018,3700.04
12/31/2018,3725.04
01/02/2019,3628.18
01/03/2019,3652.34
01/04/2019,3611.82
01/07/2019,3718.23
01/08/2019,3801.13
01/09/2019,3815.68
01/10/2019,3822.72
01/11/2019,3852.18
01/14/2019,3831
01/15/2019,3848.76
01/16/2019,3869.47
01/17/2019,3833.36
01/18/2019,3922.49
01/22/2019,3935.92
01/23/2019,3898.55
01/24/2019,3925.03
01/25/2019,4048.41
01/28/2019,3989.51
01/29/2019,4040.98
01/30/2019,4040.18
01/31/2019,4106.85
02/01/2019,4151.72
02/04/2019,4186.75
02/05/2019,4230.11
02/06/2019,4290.6
02/07/2019,4261.54
02/08/2019,4182.79
02/11/2019,4264.22
02/12/2019,4294.02
02/13/2019,4351.36
02/14/2019,4305.36
02/15/2019,4360.6
02/19/2019,4338.7
02/20/2019,4366.58
02/21/2019,4357.51
02/22/2019,4365.24
02/25/2019,4446.53
02/26/2019,4410.2
02/27/2019,4386.5
02/28/2019,4355.02
03/01/2019,4413.74
03/04/2019,4425.79
03/05/2019,4374.73
03/06/2019,4370.86
03/07/2019,4305.2
03/08/2019,4216.19
03/11/2019,4306.82
03/12/2019,4388.38
03/13/2019,4417.72
03/14/2019,4408.83
03/15/2019,4434.19
03/18/2019,4473.05
03/19/2019,4489.99
03/20/2019,4501.29
03/21/2019,4482.79
03/22/2019,4581.35
03/25/2019,4452.94
03/26/2019,4495.6
03/27/2019,4488.09
03/28/2019,4433.09
03/29/2019,4475.91
04/01/2019,4554.98
04/02/2019,4596.77
04/03/2019,4660.3
04/04/2019,4683.3
04/05/2019,4690.49
04/08/2019,4692.85
04/09/2019,4707.08
04/10/2019,4694.05
04/11/2019,4729.88
04/12/2019,4756.36
04/15/2019,4766.59
04/16/2019,4772.36
04/17/2019,4862.51
04/18/2019,4814.6
04/22/2019,4795.93
04/23/2019,4834.54
04/24/2019,4874.99
04/25/2019,4891.15
04/26/2019,4795.53
04/29/2019,4841.84
04/30/2019,4835.67
05/01/2019,4905.25
05/02/2019,4821.26
05/03/2019,4841.09
05/06/2019,4711.33
05/07/2019,4734.07
05/08/2019,4653.14
05/09/2019,4585.82
05/10/2019,4589.12
05/13/2019,4490.78
05/14/2019,4470.65
05/15/2019,4484.42
05/16/2019,4552.68
05/17/2019,4523.25
05/20/2019,4408.05
05/21/2019,4450
05/22/2019,4410.81
05/23/2019,4338.02
05/24/2019,4363.88
05/28/2019,4344.17
05/29/2019,4263.54
05/30/2019,4295.2
05/31/2019,4247.3
06/03/2019,4255.18
06/04/2019,4230.68
06/05/2019,4359.99
06/06/2019,4338.55
06/07/2019,4398.04
06/10/2019,4485.72
06/11/2019,4575.91
06/12/2019,4487.38
06/13/2019,4478.9
06/14/2019,4406.04
06/17/2019,4419.07
06/18/2019,4455.8
06/19/2019,4540.6
06/20/2019,4635.58
06/21/2019,4590.75
06/24/2019,4592.85
06/25/2019,4586.91
06/26/2019,4575.17
06/27/2019,4610.87
06/28/2019,4667.95
07/01/2019,4814.3
07/02/2019,4753.73
07/03/2019,4768.48
07/05/2019,4729.66
07/08/2019,4722.86
07/09/2019,4704.75
07/10/2019,4804.3
07/11/2019,4826.71
07/12/2019,4839
07/15/2019,4874.35
07/16/2019,4857.29
07/17/2019,4837.99
07/18/2019,4812.64
07/19/2019,4883.89
07/22/2019,4866.72
07/23/2019,4923.34
07/24/2019,4956.97
07/25/2019,4989.89
07/26/2019,4992.14
07/29/2019,4963.93
07/30/2019,4906.71
07/31/2019,4917.31
08/01/2019,4821.15
08/02/2019,4695.55
08/05/2019,4525.94
08/06/2019,4530.69
08/07/2019,4480.18
08/08/2019,4607.55
08/09/2019,4660.71
08/12/2019,4598.51
08/13/2019,4556.39
08/14/2019,4585.95
08/15/2019,4550.69
08/16/2019,4572.37
08/19/2019,4712.44
08/20/2019,4690.71
08/21/2019,4710.97
08/22/2019,4718.98
08/23/2019,4669.02
08/26/2019,4600.77
08/27/2019,4631.84
08/28/2019,4547.07
08/29/2019,4654.85
08/30/2019,4715.39
09/03/2019,4652.07
09/04/2019,4705.54
09/05/2019,4812.64
09/06/2019,4856.1
09/09/2019,4883.44
09/10/2019,4833.14
09/11/2019,4866.33
09/12/2019,4941.75
09/13/2019,4920.92
09/16/2019,4854.95
09/17/2019,4870.73
09/18/2019,4887.84
09/19/2019,4904.62
09/20/2019,4879.84
09/23/2019,4810.44
09/24/2019,4853.31
09/25/2019,4730.01
09/26/2019,4825.09
09/27/2019,4821.2
09/30/2019,4747.6
10/01/2019,4800.04
10/02/2019,4672.11
10/03/2019,4648.34
10/04/2019,4737.42
10/07/2019,4774.02
10/08/2019,4715
10/09/2019,4701.48
10/10/2019,4708.95
10/11/2019,4831.75
10/14/2019,4835.49
10/15/2019,4862.96
10/16/2019,4875.63
10/17/2019,4898.25
10/18/2019,4851.88
10/21/2019,4850.21
10/22/2019,4889.89
10/23/2019,4764.37
10/24/2019,4835.01
10/25/2019,4883.37
10/28/2019,4960.35
10/29/2019,4993.98
10/30/2019,4979.81
10/31/2019,4960.72
11/01/2019,4970.83
11/04/2019,5074.05
11/05/2019,5105.43
11/06/2019,5072.23
11/07/2019,5115.96
11/08/2019,5079.92
11/11/2019,5087.96
11/12/2019,5124.57
11/13/2019,5092.85
11/14/2019,5105.69
11/15/2019,5160.63
11/18/2019,5152.98
11/19/2019,5186.38
11/20/2019,5137.39
11/21/2019,5096.57
11/22/2019,5103.7
11/25/2019,5124.13
11/26/2019,5176.02
11/27/2019,5195.57
11/29/2019,5198.2
12/02/2019,5190.34
12/03/2019,5010.05
12/04/2019,5092.3
12/05/2019,5111.43
12/06/2019,5154.63
12/09/2019,5162.33
12/10/2019,5155.92
12/11/2019,5165.84
12/12/2019,5207.8
12/13/2019,5299.63
12/16/2019,5359.74
12/17/2019,5386.77
12/18/2019,5375.94
12/19/2019,5398
12/20/2019,5433.34
12/23/2019,5478.17
12/24/2019,5475.09
12/26/2019,5483.12
12/27/2019,5510.97
12/30/2019,5474.24
12/31/2019,5421.14
01/02/2020,5515.02
01/03/2020,5484.94
01/06/2020,5446.62
01/07/2020,5532.54
01/08/2020,5560.81
01/09/2020,5647.86
01/10/2020,5665.48
01/13/2020,5650.16
01/14/2020,5678.1
01/15/2020,5666.39
01/16/2020,5683.73
01/17/2020,5740.79
01/21/2020,5709.7
01/22/2020,5770.92
01/23/2020,5761.56
01/24/2020,5846.38
01/27/2020,5571.25
01/28/2020,5626.25
01/29/2020,5680.36
01/30/2020,5567.16
01/31/2020,5561.49
02/03/2020,5498.69
02/04/2020,5675.34
02/05/2020,5812.33
02/06/2020,5783.49
02/07/2020,5764.82
02/10/2020,5690.25
02/11/2020,5841.13
02/12/2020,5893.75
02/13/2020,5855.64
02/14/2020,5937.44
02/18/2020,5840.07
02/19/2020,5919.94
02/20/2020,5929.75
02/21/2020,5834.77
02/24/2020,5466.68
02/25/2020,5545.37
02/26/2020,5364.17
02/27/2020,5149.61
02/28/2020,4903.32
03/02/2020,5189.26
03/03/2020,5308.14
03/04/2020,5227.14
03/05/2020,5209.36
03/06/2020,5031.31
03/09/2020,4689.54
03/10/2020,4853.29
03/11/2020,4786.96
03/12/2020,4348.96
03/13/2020,4504.49
03/16/2020,4322.44
03/17/2020,4139.58
03/18/2020,4057.98
03/19/2020,4063.65
03/20/2020,4261.57
03/23/2020,4057.34
03/24/2020,4332.85
03/25/2020,4479.19
03/26/2020,4500
03/27/2020,4562.49
03/30/2020,4556.37
03/31/2020,4667.55
04/01/2020,4434.91
04/02/2020,4336.92
04/03/2020,4447.49
04/06/2020,4578.61
04/07/2020,4929.57
04/08/2020,4817.59
04/09/2020,4953.86
04/13/2020,4840.43
04/14/2020,5001.91
04/15/2020,4990.65
04/16/2020,5057.26
04/17/2020,5179.81
04/20/2020,5084.48
04/21/2020,5004.56
04/22/2020,4990.72
04/23/2020,5063.9
04/24/2020,5054.03
04/27/2020,5195.47
04/28/2020,5282.14
04/29/2020,5225.07
04/30/2020,5316.64
05/01/2020,5089.35
05/04/2020,4977.3
05/05/2020,5121.42
05/06/2020,5191.01
05/07/2020,5261.61
05/08/2020,5290.97
05/11/2020,5311.86
05/12/2020,5391.38
05/13/2020,5236.36
05/14/2020,5076.1
05/15/2020,5107.47
05/18/2020,5306.84
05/19/2020,5377.82
05/20/2020,5461.47
05/21/2020,5505.96
05/22/2020,5420.59
05/26/2020,5575.03
05/27/2020,5491.51
05/28/2020,5527.1
05/29/2020,5516.65
06/01/2020,5585.01
06/02/2020,5621.62
06/03/2020,5741.31
06/04/2020,5751.84
06/05/2020,5832.49
06/08/2020,5911.33
06/09/2020,5887.55
06/10/2020,5946.41
06/11/2020,5797.87
06/12/2020,5728.35
06/15/2020,5551.19
06/16/2020,5895.48
06/17/2020,5888.63
06/18/2020,5865.28
06/19/2020,5950.74
06/22/2020,5865.66
06/23/2020,5968.26
06/24/2020,5917.7
06/25/2020,5804.89
06/26/2020,5863.79
06/29/2020,5796.61
06/30/2020,5857.42
07/01/2020,5951.41
07/02/2020,6010.91
07/06/2020,6100.41
07/07/2020,6105.61
07/08/2020,6114.07
07/09/2020,6194.92
07/10/2020,6215.08
07/13/2020,6277.04
07/14/2020,6004.52
07/15/2020,6157.37
07/16/2020,6070.58
07/17/2020,6119.23
07/20/2020,6153.37
07/21/2020,6335.73
07/22/2020,6272.08
07/23/2020,6251.65
07/24/2020,6059.28
07/27/2020,6093.18
07/28/2020,6147.19
07/29/2020,6136.8
07/30/2020,6152.75
07/31/2020,6291.09
08/03/2020,6348.79
08/04/2020,6408.8
08/05/2020,6429.56
08/06/2020,6387.5
08/07/2020,6388.97
08/10/2020,6330.07
08/11/2020,6302.73
08/12/2020,6266.99
08/13/2020,6341.77
08/14/2020,6326.35
08/17/2020,6343.34
08/18/2020,6401.04
08/19/2020,6397.95
08/20/2020,6310.81
08/21/2020,6376.19
08/24/2020,6474.69
08/25/2020,6462.9
08/26/2020,6550.2
08/27/2020,6624.59
08/28/2020,6595.24
08/31/2020,6640.63
09/01/2020,6691.49
09/02/2020,6869
09/03/2020,6791.23
09/04/2020,6493.23
09/08/2020,6186.49
09/09/2020,6262.69
09/10/2020,6340.04
09/11/2020,6245.28
09/14/2020,6271.42
09/15/2020,6351.19
09/16/2020,6394.19
09/17/2020,6123.21
09/18/2020,6273.8
09/21/2020,6058.77
09/22/2020,6205.34
09/23/2020,6267.55
09/24/2020,6069.5
09/25/2020,6139.72
09/28/2020,6349.81
09/29/2020,6399.26
09/30/2020,6375.01
10/01/2020,6487.35
10/02/2020,6381.87
10/05/2020,6398.12
10/06/2020,6484.07
10/07/2020,6499.33
10/08/2020,6595.77
10/09/2020,6692.5
10/12/2020,6789.88
10/13/2020,6863.94
10/14/2020,6855.69
10/15/2020,6688.62
10/16/2020,6811.94
10/19/2020,6811.16
10/20/2020,6725.55
10/21/2020,6713.33
10/22/2020,6684.66
10/23/2020,6645.32
10/26/2020,6589.2
10/27/2020,6579.19
10/28/2020,6422.26
10/29/2020,6332.46
10/30/2020,6375.16
11/02/2020,6376.76
11/03/2020,6400.05
11/04/2020,6654.84
11/05/2020,6892.85
11/06/2020,6942.48
11/09/2020,7123.37
11/10/2020,6829.52
11/11/2020,6804.23
11/12/2020,6909.38
11/13/2020,6911.07
11/16/2020,6930.88
11/17/2020,6963.49
11/18/2020,6955.91
11/19/2020,6849.73
11/20/2020,6981.12
11/23/2020,6958.02
11/24/2020,6989.62
11/25/2020,7046.91
11/27/2020,7083.27
11/30/2020,7129.94
12/01/2020,7215.94
12/02/2020,7224.98
12/03/2020,7245.16
12/04/2020,7289.38
12/07/2020,7401
12/08/2020,7410.41
12/09/2020,7427.72
12/10/2020,7218.42
12/11/2020,7227.67
12/14/2020,7292.2
12/15/2020,7408.47
12/16/2020,7453.46
12/17/2020,7520.65
12/18/2020,7536.79
12/21/2020,7433.45
12/22/2020,7525.69
12/23/2020,7580.18
12/24/2020,7506.46
12/28/2020,7595.92
12/29/2020,7537.81
12/30/2020,7502.5
12/31/2020,7541.79
01/04/2021,7589.09
01/05/2021,7449.96
01/06/2021,7427.86
01/07/2021,7519.16
01/08/2021,7761.11
01/11/2021,7688.17
01/12/2021,7754.44
01/13/2021,7806.44
01/14/2021,7846.66
01/15/2021,7821.69
01/19/2021,7836.26
01/20/2021,8009.71
01/21/2021,8025.2
01/22/2021,7982.63
01/25/2021,8035.17
01/26/2021,7959.26
01/27/2021,7695.27
01/28/2021,7646.66
01/29/2021,7702.45
02/01/2021,7687.63
02/02/2021,7927.79
02/03/2021,8007.33
02/04/2021,7864.8
02/05/2021,8002.12
02/08/2021,8051.14
02/09/2021,8115.32
02/10/2021,8243.79
02/11/2021,8274.96
02/12/2021,8366.29
02/16/2021,8531.52
02/17/2021,8370.47
02/18/2021,8241.98
02/19/2021,8358.68
02/22/2021,8285.71
02/23/2021,7939.39
02/24/2021,7983.3
02/25/2021,8106.3
02/26/2021,7884.14
03/01/2021,8033.57
03/02/2021,8187.35
03/03/2021,7930.7
03/04/2021,7589.59
03/05/2021,7518.18
03/08/2021,7499.14
03/09/2021,7458.61
03/10/2021,7694.91
03/11/2021,7684.82
03/12/2021,7629.2
03/15/2021,7674.3
03/16/2021,7864.62
03/17/2021,7746.79
03/18/2021,7766.28
03/19/2021,7611.11
03/22/2021,7769.91
03/23/2021,7865.65
03/24/2021,7809.28
03/25/2021,7485.51
03/26/2021,7546.87
03/29/2021,7771.36
03/30/2021,7668.97
03/31/2021,7756.62
04/01/2021,8012.23
04/05/2021,8174.31
04/06/2021,8209.76
04/07/2021,8179.95
04/08/2021,8270.16
04/09/2021,8247.79
04/12/2021,8254.37
04/13/2021,8297.52
04/14/2021,8330.04
04/15/2021,8317.75
04/16/2021,8363.83
04/19/2021,8277.3
04/20/2021,8136.51
04/21/2021,8074.61
04/22/2021,8209.56
04/23/2021,8156.56
04/26/2021,8269.17
04/27/2021,8382.48
04/28/2021,8311.04
04/29/2021,8344.83
04/30/2021,8174.66
05/03/2021,8169.2
05/04/2021,7910.74
05/05/2021,7952.66
05/06/2021,7804.04
05/07/2021,7951.94
05/10/2021,7871.06
05/11/2021,7455.49
05/12/2021,7560.48
05/13/2021,7569.89
05/14/2021,7597.86
05/17/2021,7639.01
05/18/2021,7695.61
05/19/2021,7440.26
05/20/2021,7745.92
05/21/2021,7940.12
05/24/2021,7924.4
05/25/2021,8047.3
05/26/2021,8052.04
05/27/2021,8004.83
05/28/2021,8068.7
06/01/2021,8108.59
06/02/2021,8018.68
06/03/2021,7956.38
06/04/2021,7990.98
06/07/2021,8084.58
06/08/2021,8171.54
06/09/2021,8126.96
06/10/2021,8076.74
06/11/2021,8189.85
06/14/2021,8251.53
06/15/2021,8317.7
06/16/2021,8277.29
06/17/2021,8186.25
06/18/2021,8322.16
06/21/2021,8263.25
06/22/2021,8325.84
06/23/2021,8396.94
06/24/2021,8468.55
06/25/2021,8536.72
06/28/2021,8569.24
06/29/2021,8649.35
06/30/2021,8713.91
07/01/2021,8651.65
07/02/2021,8664.5
07/06/2021,8693.32
07/07/2021,8742.18
07/08/2021,8443.93
07/09/2021,8520.08
07/12/2021,8667.79
07/13/2021,8626.54
07/14/2021,8699.9
07/15/2021,8577
07/16/2021,8529.5
07/19/2021,8286.49
07/20/2021,8375.95
07/21/2021,8491.92
07/22/2021,8619.58
07/23/2021,8691.44
07/26/2021,8720.18
07/27/2021,8700.33
07/28/2021,8647.11
07/29/2021,8729.52
07/30/2021,8785.34
08/02/2021,8886.17
08/03/2021,8917.52
08/04/2021,8955.75
08/05/2021,9011.69
08/06/2021,8987.55
08/09/2021,9008.09
08/10/2021,8992.23
08/11/2021,8901.07
08/12/2021,8818.04
08/13/2021,8842.98
08/16/2021,8851.83
08/17/2021,8754.07
08/18/2021,8697.46
08/19/2021,8597.83
08/20/2021,8739.31
08/23/2021,8853.63
08/24/2021,9008.22
08/25/2021,9063.42
08/26/2021,9041.85
08/27/2021,9056.07
08/30/2021,9224.33
08/31/2021,9185.77
09/01/2021,9164.67
09/02/2021,9165.16
09/03/2021,9139.33
09/07/2021,9233.07
09/08/2021,9166.71
09/09/2021,9112.29
09/10/2021,9193.01
09/13/2021,9167.12
09/14/2021,9142.26
09/15/2021,9111.67
09/16/2021,9131.07
09/17/2021,9188.19
09/20/2021,8913.93
09/21/2021,8942.08
09/22/2021,8924.08
09/23/2021,9054.69
09/24/2021,9051
09/27/2021,9024.41
09/28/2021,8873.07
09/29/2021,8729.93
09/30/2021,8660.72
10/01/2021,8647.62
10/04/2021,8584.73
10/05/2021,8464.51
10/06/2021,8434.69
10/07/2021,8687.38
10/08/2021,8730.78
10/11/2021,8587.31
10/12/2021,8616.02
10/13/2021,8637.46
10/14/2021,8807.68
10/15/2021,8905.83
10/18/2021,8871.3
10/19/2021,9043.08
10/20/2021,9139.35
10/21/2021,9075.2
10/22/2021,9213.25
10/25/2021,9190.72
10/26/2021,9288.83
10/27/2021,9166.07
10/28/2021,9174.81
10/29/2021,9177.1
11/01/2021,9271.09
11/02/2021,9322.37
11/03/2021,9396.48
11/04/2021,9513.61
11/05/2021,9706.63
11/08/2021,9722.33
11/09/2021,9823.24
11/10/2021,9686.84
11/11/2021,9644.83
11/12/2021,9696.99
11/15/2021,9787.83
11/16/2021,9698.48
11/17/2021,9860.18
11/18/2021,9876.62
11/19/2021,9888.6
11/22/2021,9866.63
11/23/2021,9552.34
11/24/2021,9420.25
11/26/2021,9511.59
11/29/2021,9541.23
11/30/2021,9637.57
12/01/2021,9596.55
12/02/2021,9238.76
12/03/2021,9389.61
12/06/2021,9165.75
12/07/2021,9452.45
12/08/2021,9582.88
12/09/2021,9601.93
12/10/2021,9564.39
12/13/2021,9522.73
12/14/2021,9231.58
12/15/2021,9250.65
12/16/2021,9548.15
12/17/2021,9096.7
12/20/2021,9056.32
12/21/2021,9263.66
12/22/2021,9391.73
12/23/2021,9523.3
12/27/2021,9620.22
12/28/2021,9790.93
12/29/2021,9660.66
12/30/2021,9658.53
12/31/2021,9621.65
01/03/2022,9596.48
01/04/2022,9558.84
01/05/2022,9304.37
01/06/2022,8995.12
01/07/2022,9100.36
01/10/2022,8771.77
01/11/2022,8936.79
01/12/2022,9240.96
01/13/2022,9241.28
01/14/2022,8793.59
01/18/2022,8799.25
01/19/2022,8739.95
01/20/2022,8678.42
01/21/2022,8387.42
01/24/2022,8052.33
01/25/2022,8167.59
01/26/2022,8257.39
01/27/2022,8179.57
01/28/2022,7904.19
01/31/2022,8190.49
02/01/2022,8587.72
02/02/2022,8710.29
02/03/2022,8408.71
02/04/2022,8249.56
02/07/2022,8399.98
02/08/2022,8295.13
02/09/2022,8626.69
02/10/2022,8594.16
02/11/2022,8623.14
02/14/2022,8232.94
02/15/2022,8392.39
02/16/2022,8438.91
02/17/2022,8398.87
02/18/2022,8142.87
02/22/2022,7912.74
02/23/2022,8076.7
02/24/2022,7478.76
02/25/2022,8105.19
02/28/2022,8195.26
03/01/2022,8298.72
03/02/2022,8176.07
03/03/2022,8315.95
03/04/2022,8052.53
03/07/2022,7918.34
03/08/2022,7460.99
03/09/2022,7723.7
03/10/2022,7711.83
03/11/2022,7744.43
03/14/2022,7393.98
03/15/2022,7252.99
03/16/2022,7591.39
03/17/2022,7768.17
03/18/2022,7924.05
03/21/2022,8129.65
03/22/2022,8124.36
03/23/2022,8182.65
03/24/2022,8173.35
03/25/2022,8357.67
03/28/2022,8280.91
03/29/2022,8561.96
03/30/2022,8556.8
03/31/2022,8430.51
04/01/2022,8367.53
04/04/2022,8354.2
04/05/2022,8464.47
04/06/2022,8020.42
04/07/2022,7940.41
04/08/2022,7911.61
04/11/2022,7720
04/12/2022,7856.53
04/13/2022,7662.63
04/14/2022,7864.77
04/18/2022,7584.87
04/19/2022,7583.58
04/20/2022,7892.24
04/21/2022,7792.53
04/22/2022,7436.29
04/25/2022,7192.45
04/26/2022,7352.97
04/27/2022,7082.06
04/28/2022,7277.77
04/29/2022,7350.68
05/02/2022,7098.8
05/03/2022,7240.83
05/04/2022,7251.49
05/05/2022,7377.44
05/06/2022,6987.29
05/09/2022,6708.12
05/10/2022,6698.16
05/11/2022,6536.19
05/12/2022,6271.12
05/13/2022,6576.1
05/16/2022,6714.92
05/17/2022,6813.07
05/18/2022,6705.99
05/19/2022,6494.56
05/20/2022,6730.51
05/23/2022,6594.82
05/24/2022,6547.43
05/25/2022,6430.53
05/26/2022,6584.23
05/27/2022,6973.28
05/31/2022,7136.29
06/01/2022,7114.5
06/02/2022,6963.54
06/03/2022,7131.19
06/06/2022,7211.51
06/07/2022,7001.87
06/08/2022,7184
06/09/2022,7061.25
06/10/2022,6744.9
06/13/2022,6361.58
06/14/2022,6285.75
06/15/2022,6336.2
06/16/2022,6204.6
06/17/2022,6095
06/21/2022,6267.59
06/22/2022,6207.86
06/23/2022,6343.13
06/24/2022,6508.83
06/27/2022,6737.02
06/28/2022,6634.91
06/29/2022,6363.17
06/30/2022,6278.61
07/01/2022,6219.61
07/05/2022,6147.09
07/06/2022,6429.93
07/07/2022,6492.8
07/08/2022,6510.31
07/11/2022,6529.94
07/12/2022,6507.27
07/13/2022,6183.38
07/14/2022,6284.42
07/15/2022,6390.34
07/18/2022,6561.75
07/19/2022,6534.71
07/20/2022,6698.1
07/21/2022,6879.5
07/22/2022,6959.53
07/25/2022,6782.87
07/26/2022,6712.3
07/27/2022,6701.29
07/28/2022,6832.38
07/29/2022,6899.35
08/01/2022,6956.95
08/02/2022,6968.82
08/03/2022,7066.47
08/04/2022,7213.69
08/05/2022,7148.05
08/08/2022,7255.2
08/09/2022,7133.21
08/10/2022,7273.59
08/11/2022,7400.6
08/12/2022,7325.5
08/15/2022,7405.46
08/16/2022,7420.41
08/17/2022,7300.61
08/18/2022,7238.33
08/19/2022,7178.16
08/22/2022,6942
08/23/2022,6880.46
08/24/2022,6881.55
08/25/2022,6940.41
08/26/2022,7060.89
08/29/2022,6667.83
08/30/2022,6694.05
08/31/2022,6647.75
09/01/2022,6378.79
09/02/2022,6444.98
09/06/2022,6293.73
09/07/2022,6259.03
09/08/2022,6288.41
09/09/2022,6585.79
09/12/2022,6716.47
09/13/2022,6477.21
09/14/2022,6396.47
09/15/2022,6313.22
09/16/2022,6156.56
09/19/2022,6119.81
09/20/2022,6166.75
09/21/2022,6168.28
09/22/2022,6011.29
09/23/2022,5870
09/26/2022,5847.06
09/27/2022,5887.69
09/28/2022,5813.62
09/29/2022,5846.8
09/30/2022,5786.2
10/03/2022,5792.9
10/04/2022,6087.42
10/05/2022,6026.56
10/06/2022,6156.01
10/07/2022,5958.78
10/10/2022,5805.36
10/11/2022,5574.29
10/12/2022,5486.51
